"x","y","f","grad_x","grad_y","lapl"
0.005128897721734649,0.019863709308921673,0.005128897721734649,1.0,0.0,0.0
0.01274568085674977,0.09047791374173697,0.01274568085674977,0.9999999999999998,2.7755575615628914e-17,-3.2188005864483646e-11
0.001169180292205202,0.21169320791117888,0.001169180292205202,0.9999999999999999,-6.938893903907228e-17,3.5050915259041166e-13
-0.02215242728420602,0.3148869788858085,-0.02215242728420602,1.0,-1.3877787807814457e-17,-5.518215759076461e-14
-0.012080919573131467,0.40708783325469583,-0.012080919573131467,1.0,2.7755575615628914e-17,2.6358583113304123e-16
0.02107897166597293,0.49343370289524674,0.02107897166597293,1.0,-3.122502256758253e-17,-1.802943284820405e-16
-0.013105079268164893,0.602188876800207,-0.013105079268164893,1.0,6.938893903907228e-18,3.607168173639091e-18
0.0012104795986246865,0.6753573137455764,0.0012104795986246865,1.0000000000000002,-2.0816681711721685e-17,-1.5411571348466196e-14
-0.024745796229941858,0.7945937923863766,-0.024745796229941858,0.9999999999999999,0.0,3.2736398946573427e-12
0.003517882200851985,0.9075625378486756,0.003517882200851985,0.9999999999999999,4.163336342344337e-17,1.2564898755650475e-15
-0.016868454094184356,1.0245408775346414,-0.016868454094184356,1.0000000000000002,1.1102230246251565e-16,-42.465339922849026
0.11560457988612459,0.019486043098600327,0.11560457988612459,1.0,5.551115123125783e-17,-6.577507686506824e-18
0.10680720409338515,0.09927797928073118,0.10680720409338515,1.0,1.3877787807814457e-17,2.099085435539383e-17
0.11097939280345252,0.19003120748829846,0.11097939280345252,1.0000000000000002,0.0,8.121675747830765e-17
0.09422530899393533,0.27577292600741354,0.09422530899393533,0.9999999999999997,-6.938893903907228e-18,-6.736716065785913e-16
0.09922099665158972,0.3760095353428264,0.09922099665158972,1.0000000000000002,-6.938893903907228e-18,4.448677030219027e-16
0.08796010108334466,0.4936775450280903,0.08796010108334466,0.9999999999999999,-2.7755575615628914e-17,-4.298805766758644e-16
0.1026348066456508,0.6241490352042806,0.1026348066456508,1.0,3.469446951953614e-17,-1.9356450905374632e-16
0.09004925361848919,0.7103566815773467,0.09004925361848919,0.9999999999999998,-5.551115123125783e-17,-1.5149849624714075e-16
0.10433219363413528,0.7871629731817392,0.10433219363413528,0.9999999999999999,5.160802341031001e-17,4.561998415512059e-16
0.07633464169924765,0.9089375912603604,0.07633464169924765,0.9999999999999999,0.0,-7.210109505308102e-16
0.08694195128855213,1.0150482367696627,0.08694195128855213,1.0,4.163336342344337e-17,-5.607994788503012e-13
0.2169677620456696,0.008166175392544823,0.2169677620456696,0.9999999999999999,0.0,1.885336256897919e-14
0.19752707337213413,0.0766636448816646,0.19752707337213413,1.0000000000000002,2.7755575615628914e-17,-1.6165495602795495e-16
0.1994183548282882,0.19174417137326424,0.1994183548282882,1.0000000000000002,-4.163336342344337e-17,2.1081922141744205e-16
0.21849482983868732,0.2900719374322243,0.21849482983868732,1.0000000000000004,-4.5102810375396984e-17,-2.893563008863722e-15
0.19409157327964677,0.42437952616391494,0.19409157327964677,1.0,-2.0816681711721685e-17,1.7859131379938145e-16
0.1830012480328774,0.5011103885591587,0.1830012480328774,1.0,2.7755575615628914e-17,2.6847449332556323e-16
0.21239366460995238,0.5780573886176704,0.21239366460995238,1.0000000000000002,-4.163336342344337e-17,-1.1819729446078525e-15
0.19929459326892301,0.6800720827056177,0.19929459326892301,1.0,6.938893903907228e-17,-2.870480882955058e-17
0.20290515564121292,0.7985387346394062,0.20290515564121292,0.9999999999999997,5.551115123125783e-17,-3.858790119404686e-16
0.20502508270453232,0.9198251007334365,0.20502508270453232,1.0,2.7755575615628914e-17,1.304038188381106e-16
0.18210321479610572,0.9947835908665347,0.18210321479610572,0.9999999999999998,2.7755575615628914e-17,-1.3318760401248962e-15
0.29081981715098426,0.005965722992032851,0.29081981715098426,1.0000000000000002,-5.551115123125783e-17,-1.2946255052043301e-13
0.289282455246424,0.09656574294256519,0.289282455246424,1.0,2.7755575615628914e-17,9.077167542467485e-17
0.29828252369344915,0.21332904762894847,0.29828252369344915,1.0000000000000002,2.7755575615628914e-17,1.0633785574973262e-15
0.29554286992282286,0.3064058809934991,0.29554286992282286,1.0,0.0,0.0
0.30826514927936355,0.4083423984959835,0.30826514927936355,1.0,1.3877787807814457e-17,8.129414324403489e-17
0.2887382290942952,0.50015406489359,0.2887382290942952,1.0,-4.163336342344337e-17,1.122581537994791e-16
